,open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore,MA_20,MA_20_std,bollinger_up,bollinger_down
2021-01-12 15:59:59.999,2021-01-12 13:00:00,0.17421,0.176,0.16789,0.16944,239419.2,2021-01-12 13:59:59.999,40932.90379100,261,93065.50000000,15885.99134400,0,0.17176399999999997,0.0036727709315707755,0.1791095418631415,0.16441845813685843
2021-01-12 16:59:59.999,2021-01-12 14:00:00,0.16947,0.1696,0.16604,0.1676,159370.8,2021-01-12 14:59:59.999,26806.43255400,193,97391.40000000,16367.54557300,0,0.1717385,0.0037011367741620173,0.17914077354832403,0.16433622645167595
2021-01-12 17:59:59.999,2021-01-12 15:00:00,0.16863,0.17376,0.16863,0.17245,73133.8,2021-01-12 15:59:59.999,12565.41966200,84,54168.70000000,9292.84373900,0,0.172158,0.0032305867154926375,0.17861917343098527,0.16569682656901474
2021-01-12 18:59:59.999,2021-01-12 16:00:00,0.17221,0.17373,0.17216,0.1722,52527.8,2021-01-12 16:59:59.999,9084.67955000,117,26905.40000000,4660.78860600,0,0.1723415,0.003115859727604398,0.1785732194552088,0.16610978054479122
2021-01-12 19:59:59.999,2021-01-12 17:00:00,0.17231,0.17891,0.17183,0.17327,90953.1,2021-01-12 17:59:59.999,15859.25522100,137,45561.60000000,7950.44521700,0,0.17253400000000002,0.0030439662492080023,0.17862193249841601,0.16644606750158403
2021-01-12 20:59:59.999,2021-01-12 18:00:00,0.17427,0.17608,0.17261,0.17341,103648.4,2021-01-12 18:59:59.999,18016.56348400,135,70788.50000000,12300.66696600,0,0.17259700000000003,0.0030486357604675622,0.17869427152093514,0.1664997284790649
2021-01-12 21:59:59.999,2021-01-12 19:00:00,0.17264,0.17353,0.16912,0.17053,39368.8,2021-01-12 19:59:59.999,6699.74937200,94,21830.10000000,3714.53430200,0,0.1727295,0.00288608909480624,0.1785016781896125,0.16695732181038753
2021-01-12 22:59:59.999,2021-01-12 20:00:00,0.17352,0.17352,0.16977,0.17,10489.6,2021-01-12 20:59:59.999,1786.06177000,35,1896.80000000,324.03229700,0,0.172792,0.0028078491487447924,0.1784076982974896,0.1671763017025104
2021-01-12 23:59:59.999,2021-01-12 21:00:00,0.17041,0.17066,0.16789,0.17066,35536.9,2021-01-12 21:59:59.999,6025.44545900,77,12381.30000000,2101.29423400,0,0.17284349999999998,0.002755763863919728,0.17835502772783943,0.16733197227216054
2021-01-13 00:59:59.999,2021-01-12 22:00:00,0.1712,0.17124,0.16802,0.16885,59744.7,2021-01-12 22:59:59.999,10148.41690600,108,35057.30000000,5968.61131100,0,0.1727855,0.0028297525928680945,0.1784450051857362,0.16712599481426382
